date,region,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate
2020-11-08,BE,0.843,0.746,0.94
2020-11-09,BE,0.854,0.755,0.952
2020-11-10,BE,0.865,0.766,0.964
2020-11-11,BE,0.875,0.775,0.974
2020-11-12,BE,0.883,0.783,0.984
2020-11-13,BE,0.893,0.792,0.995
2020-11-14,BE,0.907,0.805,1.008
2020-11-15,BE,0.921,0.821,1.021
2020-11-16,BE,0.934,0.838,1.031
2020-11-17,BE,0.942,0.848,1.036
2020-11-18,BE,0.945,0.85,1.039
2020-11-19,BE,0.945,0.847,1.044
2020-11-20,BE,0.949,0.844,1.055
2020-11-21,BE,0.959,0.844,1.073
2020-11-22,BE,0.972,0.851,1.094
2020-11-23,BE,0.987,0.86,1.113
2020-11-24,BE,1,0.871,1.128
2020-11-25,BE,1.01,0.882,1.139
2020-11-26,BE,1.022,0.895,1.149
2020-11-27,BE,1.039,0.917,1.16
2020-11-28,BE,1.06,0.943,1.178
2020-11-29,BE,1.083,0.969,1.197
2020-11-30,BE,1.101,0.99,1.212
2020-12-01,BE,1.11,1,1.221
2020-12-02,BE,1.112,1.001,1.223
2020-12-03,BE,1.107,0.994,1.221
2020-12-04,BE,1.101,0.984,1.218
2020-12-05,BE,1.096,0.976,1.215
2020-12-06,BE,1.089,0.97,1.208
2020-12-07,BE,1.078,0.962,1.194
2020-12-08,BE,1.061,0.951,1.171
2020-12-09,BE,1.039,0.937,1.142
2020-12-10,BE,1.017,0.922,1.112
2020-12-11,BE,0.995,0.906,1.085
2020-12-12,BE,0.977,0.89,1.063
2020-12-13,BE,0.96,0.873,1.046
2020-12-14,BE,0.943,0.856,1.03
2020-12-15,BE,0.925,0.838,1.012
2020-12-16,BE,0.906,0.82,0.993
2020-12-17,BE,0.891,0.803,0.979
2020-12-18,BE,0.881,0.79,0.972
2020-12-19,BE,0.877,0.782,0.972
2020-12-20,BE,0.877,0.778,0.976
2020-12-21,BE,0.879,0.778,0.979
2020-12-22,BE,0.881,0.782,0.98
2020-12-23,BE,0.885,0.787,0.982
2020-12-24,BE,0.892,0.795,0.989
2020-12-25,BE,0.905,0.806,1.005
2020-12-26,BE,0.923,0.82,1.026
2020-12-27,BE,0.941,0.836,1.047
2020-12-28,BE,0.952,0.848,1.056
2020-12-29,BE,0.949,0.85,1.049
2020-12-30,BE,0.936,0.843,1.029
2020-12-31,BE,0.918,0.829,1.007
2021-01-01,BE,0.902,0.813,0.99
2021-01-02,BE,0.89,0.799,0.98
2021-01-03,BE,0.881,0.79,0.972
2021-01-04,BE,0.872,0.782,0.961
2021-01-05,BE,0.856,0.77,0.942
2021-01-06,BE,0.835,0.753,0.918
2021-01-07,BE,0.814,0.732,0.896
2021-01-08,BE,0.8,0.715,0.884
2021-01-09,BE,0.793,0.705,0.882
2021-01-10,BE,0.795,0.704,0.886
2021-01-11,BE,0.802,0.709,0.894
2021-01-12,BE,0.809,0.716,0.903
2021-01-13,BE,0.817,0.722,0.911
2021-01-14,BE,0.824,0.728,0.92
2021-01-15,BE,0.834,0.736,0.932
2021-01-16,BE,0.847,0.747,0.947
2021-01-17,BE,0.862,0.761,0.963
2021-01-18,BE,0.876,0.777,0.976
2021-01-19,BE,0.887,0.793,0.982
2021-01-20,BE,0.892,0.804,0.98
2021-01-21,BE,0.892,0.809,0.975
2021-01-22,BE,0.892,0.81,0.974
2021-01-23,BE,0.893,0.808,0.977
2021-01-24,BE,0.894,0.805,0.983
2021-01-25,BE,0.894,0.802,0.986
2021-01-26,BE,0.891,0.798,0.984
2021-01-27,BE,0.886,0.792,0.98
2021-01-28,BE,0.879,0.784,0.974
2021-01-29,BE,0.874,0.777,0.971
2021-01-30,BE,0.873,0.775,0.971
2021-01-31,BE,0.873,0.775,0.972
2021-02-01,BE,0.873,0.774,0.971
2021-02-02,BE,0.868,0.769,0.967
2021-02-03,BE,0.86,0.759,0.961
2021-02-04,BE,0.853,0.747,0.958
2021-02-05,BE,0.849,0.737,0.961
2021-02-06,BE,0.849,0.73,0.967
2021-02-07,BE,0.85,0.728,0.973
2021-02-08,BE,0.852,0.728,0.975
2021-02-09,BE,0.851,0.73,0.971
2021-02-10,BE,0.849,0.733,0.965
2021-02-11,BE,0.851,0.741,0.962
2021-02-12,BE,0.863,0.755,0.972
2021-02-13,BE,0.885,0.777,0.998
2021-02-14,BE,0.918,0.807,1.035
2021-02-15,BE,0.954,0.839,1.075
2021-02-16,BE,0.985,0.862,1.109
2021-02-17,BE,1.008,0.879,1.136
2021-02-18,BE,1.025,0.893,1.157
2021-02-19,BE,1.04,0.905,1.174
2021-02-20,BE,1.052,0.917,1.187
2021-02-21,BE,1.06,0.928,1.192
2021-02-22,BE,1.059,0.93,1.187
2021-02-23,BE,1.046,0.923,1.173
2021-02-24,BE,1.025,0.907,1.15
2021-02-25,BE,1.001,0.886,1.124
2021-02-26,BE,0.982,0.868,1.104
2021-02-27,BE,0.972,0.858,1.092
2021-02-28,BE,0.97,0.856,1.09
2021-03-01,BE,0.973,0.857,1.094
2021-03-02,BE,0.978,0.86,1.1
2021-03-03,BE,0.987,0.868,1.109
2021-03-04,BE,1,0.884,1.124
2021-03-05,BE,1.021,0.903,1.146
2021-03-06,BE,1.047,0.928,1.174
2021-03-07,BE,1.075,0.954,1.204
2021-03-08,BE,1.098,0.976,1.227
2021-03-09,BE,1.111,0.989,1.24
2021-03-10,BE,1.119,0.998,1.248
2021-03-11,BE,1.129,1.008,1.256
2021-03-12,BE,1.143,1.023,1.27
2021-03-13,BE,1.162,1.039,1.288
2021-03-14,BE,1.183,1.056,1.31
2021-03-15,BE,1.197,1.069,1.325
2021-03-16,BE,1.2,1.074,1.327
2021-03-17,BE,1.196,1.073,1.318
2021-03-18,BE,1.188,1.07,1.306
2021-03-19,BE,1.181,1.066,1.296
2021-03-20,BE,1.173,1.057,1.289
2021-03-21,BE,1.16,1.041,1.279
2021-03-22,BE,1.138,1.015,1.261
2021-03-23,BE,1.106,0.983,1.229
2021-03-24,BE,1.068,0.948,1.188
2021-03-25,BE,1.034,0.919,1.149
2021-03-26,BE,1.014,0.903,1.125
2021-03-27,BE,1.009,0.901,1.118
2021-03-28,BE,1.018,0.91,1.127
2021-03-29,BE,1.035,0.926,1.145
2021-03-30,BE,1.052,0.94,1.164
2021-03-31,BE,1.063,0.948,1.179
2021-04-01,BE,1.072,0.951,1.192
2021-04-02,BE,1.081,0.955,1.206
2021-04-03,BE,1.09,0.96,1.219
2021-04-04,BE,1.097,0.966,1.228
2021-04-05,BE,1.099,0.97,1.227
2021-04-06,BE,1.09,0.968,1.213
2021-04-07,BE,1.071,0.956,1.187
2021-04-08,BE,1.047,0.935,1.158
2021-04-09,BE,1.023,0.911,1.135
2021-04-10,BE,1.004,0.886,1.121
2021-04-11,BE,0.992,0.87,1.114
2021-04-12,BE,0.986,0.865,1.108
2021-04-13,BE,0.984,0.867,1.101
2021-04-14,BE,0.984,0.872,1.096
2021-04-15,BE,0.985,0.875,1.095
2021-04-16,BE,0.989,0.877,1.1
2021-04-17,BE,0.992,0.879,1.105
2021-04-18,BE,0.992,0.879,1.106
2021-04-19,BE,0.987,0.875,1.099
2021-04-20,BE,0.976,0.866,1.086
2021-04-21,BE,0.96,0.852,1.069
2021-04-22,BE,0.945,0.836,1.054
2021-04-23,BE,0.935,0.824,1.045
2021-04-24,BE,0.929,0.818,1.04
2021-04-25,BE,0.927,0.816,1.038
2021-04-26,BE,0.925,0.814,1.036
2021-04-27,BE,0.919,0.809,1.029
2021-04-28,BE,0.911,0.803,1.02
2021-04-29,BE,0.905,0.796,1.014
2021-04-30,BE,0.904,0.792,1.015
2021-05-01,BE,0.907,0.794,1.02
2021-05-02,BE,0.913,0.801,1.026
2021-05-03,BE,0.921,0.812,1.029
2021-05-04,BE,0.923,0.821,1.025
2021-05-05,BE,0.92,0.822,1.018
2021-05-06,BE,0.917,0.816,1.017
2021-05-07,BE,0.918,0.812,1.025
2021-05-08,BE,0.926,0.814,1.038
2021-05-09,BE,0.936,0.819,1.052
2021-05-10,BE,0.942,0.824,1.061
2021-05-11,BE,0.941,0.823,1.058
2021-05-12,BE,0.931,0.817,1.044
2021-05-13,BE,0.916,0.807,1.024
2021-05-14,BE,0.902,0.798,1.005
2021-05-15,BE,0.89,0.791,0.989
2021-05-16,BE,0.879,0.785,0.979
2021-05-17,BE,0.867,0.772,0.967
2021-05-18,BE,0.848,0.753,0.949
2021-05-19,BE,0.821,0.727,0.922
2021-05-20,BE,0.792,0.698,0.893
2021-05-21,BE,0.767,0.672,0.868
2021-05-22,BE,0.747,0.652,0.849
2021-05-23,BE,0.734,0.637,0.837
2021-05-24,BE,0.726,0.628,0.833
2021-05-25,BE,0.72,0.618,0.829
2021-05-26,BE,0.711,0.607,0.823
2021-05-27,BE,0.7,0.594,0.815
2021-05-28,BE,0.69,0.581,0.809
2021-05-29,BE,0.683,0.571,0.805
2021-05-30,BE,0.681,0.566,0.808
2021-05-31,BE,0.684,0.564,0.816
2021-06-01,BE,0.689,0.564,0.826
2021-06-02,BE,0.693,0.563,0.836
2021-06-03,BE,0.695,0.56,0.844
2021-06-04,BE,0.697,0.557,0.852
2021-06-05,BE,0.698,0.553,0.86
2021-06-06,BE,0.697,0.547,0.864
2021-06-07,BE,0.687,0.533,0.86
2021-06-08,BE,0.669,0.512,0.846
2021-06-09,BE,0.642,0.483,0.823
2021-06-10,BE,0.61,0.45,0.794
2021-06-11,BE,0.58,0.418,0.768
2021-06-12,BE,0.562,0.396,0.756
2021-06-13,BE,0.56,0.387,0.765
2021-06-14,BE,0.577,0.392,0.797
2021-06-15,BE,0.61,0.409,0.85
2021-06-16,BE,0.658,0.438,0.921
2021-06-17,BE,0.713,0.472,1.002
2021-06-18,BE,0.772,0.511,1.087
2021-06-19,BE,0.832,0.55,1.172
2021-06-20,BE,0.889,0.589,1.251
2021-06-21,BE,0.937,0.621,1.316
2021-06-22,BE,0.975,0.648,1.367
2021-06-23,BE,1.01,0.674,1.412
2021-06-24,BE,1.047,0.703,1.457
2021-06-25,BE,1.09,0.739,1.509
2021-06-26,BE,1.142,0.783,1.569
2021-06-27,BE,1.201,0.834,1.634
2021-06-28,BE,1.259,0.887,1.695
2021-06-29,BE,1.322,0.946,1.76
2021-06-30,BE,1.4,1.02,1.838
2021-07-01,BE,1.489,1.107,1.927
2021-07-02,BE,1.576,1.195,2.01
2021-07-03,BE,1.648,1.273,2.072
2021-07-04,BE,1.685,1.322,2.091
2021-07-05,BE,1.673,1.329,2.056
2021-07-06,BE,1.622,1.302,1.977
2021-07-07,BE,1.554,1.257,1.881
2021-07-08,BE,1.484,1.209,1.787
2021-07-09,BE,1.422,1.165,1.704
2021-07-10,BE,1.37,1.128,1.634
2021-07-11,BE,1.323,1.094,1.572
2021-07-12,BE,1.277,1.06,1.513
2021-07-13,BE,1.231,1.024,1.456
2021-07-14,BE,1.189,0.991,1.404
2021-07-15,BE,1.155,0.965,1.363
2021-07-16,BE,1.134,0.949,1.335
2021-07-17,BE,1.126,0.945,1.324
2021-07-18,BE,1.13,0.951,1.325
2021-07-19,BE,1.143,0.964,1.336
2021-07-20,BE,1.163,0.986,1.356
2021-07-21,BE,1.193,1.015,1.385
2021-07-22,BE,1.229,1.051,1.421
2021-07-23,BE,1.273,1.095,1.464
2021-07-24,BE,1.322,1.144,1.512
2021-07-25,BE,1.372,1.195,1.561
2021-07-26,BE,1.42,1.245,1.607
2021-07-27,BE,1.465,1.292,1.648
2021-07-28,BE,1.509,1.34,1.688
2021-07-29,BE,1.556,1.391,1.73
2021-07-30,BE,1.602,1.441,1.77
2021-07-31,BE,1.631,1.46,1.802
2021-08-01,BE,1.636,1.452,1.82
2021-08-02,BE,1.616,1.426,1.806
2021-08-03,BE,1.577,1.392,1.761
2021-08-04,BE,1.527,1.356,1.698
2021-08-05,BE,1.475,1.319,1.632
2021-08-06,BE,1.427,1.281,1.572
2021-08-07,BE,1.379,1.241,1.518
2021-08-08,BE,1.329,1.196,1.463
2021-08-09,BE,1.275,1.145,1.405
2021-08-10,BE,1.221,1.094,1.348
2021-08-11,BE,1.172,1.047,1.298
2021-08-12,BE,1.135,1.011,1.258
2021-08-13,BE,1.11,0.987,1.232
2021-08-14,BE,1.096,0.971,1.22
2021-08-15,BE,1.086,0.959,1.213
2021-08-16,BE,1.075,0.947,1.203
2021-08-17,BE,1.061,0.934,1.188
2021-08-18,BE,1.046,0.921,1.171
2021-08-19,BE,1.034,0.912,1.156
2021-08-20,BE,1.029,0.908,1.151
2021-08-21,BE,1.032,0.91,1.154
2021-08-22,BE,1.037,0.913,1.161
2021-08-23,BE,1.037,0.912,1.162
2021-08-24,BE,1.03,0.906,1.155
2021-08-25,BE,1.018,0.895,1.141
2021-08-26,BE,1.004,0.884,1.124
2021-08-27,BE,0.994,0.876,1.111
2021-08-28,BE,0.989,0.875,1.104
2021-08-29,BE,0.988,0.874,1.103
2021-08-30,BE,0.986,0.87,1.101
2021-08-31,BE,0.978,0.86,1.095
2021-09-01,BE,0.964,0.844,1.084
2021-09-02,BE,0.947,0.825,1.069
2021-09-03,BE,0.931,0.808,1.054
2021-09-04,BE,0.919,0.796,1.042
2021-09-05,BE,0.908,0.786,1.03
2021-09-06,BE,0.896,0.778,1.015
2021-09-07,BE,0.881,0.768,0.994
2021-09-08,BE,0.862,0.756,0.968
2021-09-09,BE,0.842,0.743,0.942
2021-09-10,BE,0.824,0.728,0.92
2021-09-11,BE,0.811,0.716,0.906
2021-09-12,BE,0.804,0.708,0.9
2021-09-13,BE,0.8,0.703,0.897
2021-09-14,BE,0.796,0.697,0.896
2021-09-15,BE,0.791,0.688,0.895
2021-09-16,BE,0.788,0.678,0.898
2021-09-17,BE,0.789,0.672,0.905
2021-09-18,BE,0.795,0.674,0.916
2021-09-19,BE,0.807,0.687,0.927
2021-09-20,BE,0.822,0.709,0.936
2021-09-21,BE,0.836,0.732,0.94
2021-09-22,BE,0.843,0.747,0.94
2021-09-23,BE,0.846,0.751,0.941
2021-09-24,BE,0.846,0.747,0.945
2021-09-25,BE,0.845,0.738,0.952
2021-09-26,BE,0.842,0.729,0.955
2021-09-27,BE,0.836,0.72,0.952
2021-09-28,BE,0.826,0.711,0.94
2021-09-29,BE,0.816,0.706,0.926
2021-09-30,BE,0.81,0.705,0.914
2021-10-01,BE,0.812,0.713,0.914
2021-10-02,BE,0.823,0.724,0.928
2021-10-03,BE,0.839,0.737,0.948
2021-10-04,BE,0.858,0.748,0.971
2021-10-05,BE,0.874,0.75,0.999
2021-10-06,BE,0.886,0.749,1.024
2021-10-07,BE,0.896,0.746,1.046
2021-10-08,BE,0.904,0.743,1.065
2021-10-09,BE,0.912,0.739,1.084
2020-03-06,BL,2.242,1.57,3.031
2020-03-07,BL,2.164,1.562,2.863
2020-03-08,BL,2.103,1.559,2.727
2020-03-09,BL,2.038,1.545,2.599
2020-03-10,BL,1.962,1.515,2.466
2020-03-11,BL,1.873,1.469,2.325
2020-03-12,BL,1.776,1.411,2.183
2020-03-13,BL,1.683,1.35,2.051
2020-03-14,BL,1.592,1.288,1.927
2020-03-15,BL,1.503,1.225,1.81
2020-03-16,BL,1.416,1.159,1.698
2020-03-17,BL,1.329,1.091,1.589
2020-03-18,BL,1.241,1.02,1.484
2020-03-19,BL,1.154,0.948,1.381
2020-03-20,BL,1.072,0.878,1.285
2020-03-21,BL,0.997,0.813,1.199
2020-03-22,BL,0.929,0.754,1.122
2020-03-23,BL,0.868,0.699,1.055
2020-03-24,BL,0.815,0.651,0.997
2020-03-25,BL,0.768,0.608,0.948
2020-03-26,BL,0.729,0.57,0.907
2020-03-27,BL,0.697,0.538,0.876
2020-03-28,BL,0.673,0.513,0.855
2020-03-29,BL,0.657,0.494,0.843
2020-03-30,BL,0.646,0.479,0.838
2020-03-31,BL,0.639,0.466,0.838
2020-04-01,BL,0.635,0.456,0.844
2020-04-02,BL,0.637,0.45,0.855
2020-04-03,BL,0.644,0.448,0.874
2020-04-04,BL,0.657,0.451,0.9
2020-04-05,BL,0.67,0.453,0.927
2020-04-06,BL,0.676,0.45,0.947
2020-04-07,BL,0.674,0.44,0.957
2020-04-08,BL,0.665,0.425,0.959
2020-04-09,BL,0.65,0.404,0.953
2020-04-10,BL,0.634,0.383,0.947
2020-04-11,BL,0.621,0.364,0.945
2020-04-12,BL,0.607,0.344,0.944
2020-04-13,BL,0.586,0.318,0.935
2020-04-14,BL,0.557,0.286,0.916
2020-04-15,BL,0.521,0.25,0.89
2020-04-16,BL,0.483,0.212,0.862
2020-04-17,BL,0.451,0.18,0.845
2020-04-18,BL,0.441,0.16,0.861
2020-04-19,BL,0.456,0.154,0.918
2020-04-20,BL,0.492,0.158,1.011
2020-04-21,BL,0.538,0.165,1.127
2020-04-22,BL,0.589,0.173,1.254
2020-04-23,BL,0.637,0.18,1.378
2020-04-24,BL,0.676,0.182,1.488
2020-04-25,BL,0.702,0.179,1.574
2020-04-26,BL,0.713,0.171,1.635
2020-04-27,BL,0.706,0.156,1.665
2020-04-28,BL,0.678,0.133,1.659
2020-04-29,BL,0.63,0.104,1.621
2020-04-30,BL,0.571,0.074,1.565
2020-05-01,BL,0.51,0.048,1.506
2020-05-02,BL,0.456,0.028,1.466
2020-05-03,BL,0.422,0.016,1.47
2020-05-04,BL,0.411,0.01,1.535
2020-05-05,BL,0.422,0.006,1.662
2020-05-06,BL,0.447,0.004,1.845
2020-05-07,BL,0.48,0.003,2.065
2020-05-08,BL,0.509,0.002,2.288
2020-05-09,BL,0.528,0.001,2.498
2020-05-10,BL,0.542,0.001,2.697
2020-05-11,BL,0.565,0,2.926
2020-05-12,BL,0.608,0,3.216
2020-05-13,BL,0.687,0,3.622
2020-05-14,BL,0.814,0.001,4.166
2020-05-15,BL,0.985,0.001,4.803
2020-05-16,BL,1.184,0.004,5.448
2020-05-17,BL,1.409,0.01,6.045
2020-05-18,BL,1.639,0.023,6.504
2020-05-19,BL,1.831,0.048,6.728
2020-05-20,BL,1.944,0.081,6.665
2020-05-21,BL,1.953,0.114,6.328
2020-05-22,BL,1.873,0.138,5.813
2020-05-23,BL,1.727,0.146,5.213
2020-05-24,BL,1.554,0.141,4.623
2020-05-25,BL,1.382,0.127,4.1
2020-05-26,BL,1.227,0.109,3.664
2020-05-27,BL,1.089,0.089,3.309
2020-05-28,BL,0.962,0.068,3.009
2020-05-29,BL,0.841,0.047,2.75
2020-05-30,BL,0.732,0.029,2.534
2020-05-31,BL,0.638,0.015,2.367
2020-06-01,BL,0.561,0.007,2.25
2020-06-02,BL,0.508,0.003,2.201
2020-06-03,BL,0.483,0,2.24
2020-06-04,BL,0.492,0,2.389
2020-06-05,BL,0.539,0,2.665
2020-06-06,BL,0.623,0,3.067
2020-06-07,BL,0.752,0.001,3.603
2020-06-08,BL,0.938,0.003,4.268
2020-06-09,BL,1.193,0.01,5.038
2020-06-10,BL,1.512,0.027,5.828
2020-06-11,BL,1.867,0.07,6.51
2020-06-12,BL,2.203,0.15,6.942
2020-06-13,BL,2.452,0.263,7.026
2020-06-14,BL,2.528,0.373,6.7
2020-06-15,BL,2.423,0.442,6.055
2020-06-16,BL,2.21,0.463,5.294
2020-06-17,BL,1.98,0.458,4.594
2020-06-18,BL,1.776,0.442,4.021
2020-06-19,BL,1.605,0.42,3.569
2020-06-20,BL,1.466,0.398,3.217
2020-06-21,BL,1.356,0.378,2.949
2020-06-22,BL,1.273,0.362,2.747
2020-06-23,BL,1.221,0.355,2.612
2020-06-24,BL,1.206,0.363,2.547
2020-06-25,BL,1.226,0.386,2.541
2020-06-26,BL,1.273,0.424,2.578
2020-06-27,BL,1.342,0.477,2.646
2020-06-28,BL,1.418,0.538,2.716
2020-06-29,BL,1.471,0.591,2.746
2020-06-30,BL,1.49,0.627,2.72
2020-07-01,BL,1.468,0.639,2.635
2020-07-02,BL,1.412,0.63,2.505
2020-07-03,BL,1.336,0.604,2.354
2020-07-04,BL,1.252,0.569,2.199
2020-07-05,BL,1.159,0.524,2.041
2020-07-06,BL,1.057,0.469,1.88
2020-07-07,BL,0.952,0.408,1.722
2020-07-08,BL,0.854,0.349,1.582
2020-07-09,BL,0.772,0.297,1.47
2020-07-10,BL,0.71,0.256,1.392
2020-07-11,BL,0.673,0.227,1.356
2020-07-12,BL,0.654,0.208,1.353
2020-07-13,BL,0.65,0.194,1.377
2020-07-14,BL,0.658,0.186,1.424
2020-07-15,BL,0.68,0.184,1.495
2020-07-16,BL,0.722,0.191,1.599
2020-07-17,BL,0.792,0.212,1.747
2020-07-18,BL,0.895,0.251,1.943
2020-07-19,BL,1.024,0.306,2.168
2020-07-20,BL,1.161,0.372,2.391
2020-07-21,BL,1.285,0.44,2.573
2020-07-22,BL,1.38,0.503,2.69
2020-07-23,BL,1.435,0.552,2.731
2020-07-24,BL,1.447,0.581,2.7
2020-07-25,BL,1.423,0.591,2.614
2020-07-26,BL,1.372,0.583,2.493
2020-07-27,BL,1.302,0.56,2.35
2020-07-28,BL,1.226,0.531,2.208
2020-07-29,BL,1.161,0.504,2.088
2020-07-30,BL,1.112,0.484,1.998
2020-07-31,BL,1.087,0.475,1.946
2020-08-01,BL,1.087,0.481,1.934
2020-08-02,BL,1.108,0.5,1.953
2020-08-03,BL,1.138,0.524,1.985
2020-08-04,BL,1.172,0.552,2.021
2020-08-05,BL,1.207,0.582,2.055
2020-08-06,BL,1.241,0.614,2.084
2020-08-07,BL,1.275,0.648,2.11
2020-08-08,BL,1.309,0.683,2.133
2020-08-09,BL,1.332,0.713,2.14
2020-08-10,BL,1.329,0.726,2.112
2020-08-11,BL,1.297,0.717,2.046
2020-08-12,BL,1.239,0.689,1.949
2020-08-13,BL,1.17,0.65,1.84
2020-08-14,BL,1.103,0.611,1.738
2020-08-15,BL,1.052,0.581,1.662
2020-08-16,BL,1.021,0.562,1.614
2020-08-17,BL,1.007,0.555,1.592
2020-08-18,BL,1.006,0.555,1.589
2020-08-19,BL,1.012,0.56,1.595
2020-08-20,BL,1.015,0.563,1.598
2020-08-21,BL,1.01,0.559,1.592
2020-08-22,BL,1,0.552,1.578
2020-08-23,BL,0.983,0.541,1.557
2020-08-24,BL,0.961,0.524,1.529
2020-08-25,BL,0.938,0.507,1.499
2020-08-26,BL,0.914,0.488,1.471
2020-08-27,BL,0.894,0.471,1.449
2020-08-28,BL,0.88,0.459,1.436
2020-08-29,BL,0.876,0.452,1.437
2020-08-30,BL,0.882,0.452,1.453
2020-08-31,BL,0.898,0.459,1.483
2020-09-01,BL,0.92,0.469,1.519
2020-09-02,BL,0.942,0.48,1.555
2020-09-03,BL,0.96,0.49,1.586
2020-09-04,BL,0.971,0.495,1.605
2020-09-05,BL,0.968,0.491,1.605
2020-09-06,BL,0.951,0.477,1.585
2020-09-07,BL,0.921,0.455,1.549
2020-09-08,BL,0.879,0.424,1.496
2020-09-09,BL,0.827,0.386,1.434
2020-09-10,BL,0.784,0.353,1.384
2020-09-11,BL,0.761,0.332,1.364
2020-09-12,BL,0.752,0.319,1.367
2020-09-13,BL,0.751,0.309,1.384
2020-09-14,BL,0.764,0.308,1.422
2020-09-15,BL,0.798,0.319,1.491
2020-09-16,BL,0.854,0.344,1.591
2020-09-17,BL,0.932,0.384,1.72
2020-09-18,BL,1.039,0.444,1.883
2020-09-19,BL,1.168,0.524,2.066
2020-09-20,BL,1.298,0.611,2.238
2020-09-21,BL,1.41,0.696,2.372
2020-09-22,BL,1.492,0.768,2.451
2020-09-23,BL,1.543,0.827,2.48
2020-09-24,BL,1.575,0.875,2.477
2020-09-25,BL,1.617,0.934,2.483
2020-09-26,BL,1.681,1.012,2.516
2020-09-27,BL,1.771,1.114,2.579
2020-09-28,BL,1.885,1.238,2.667
2020-09-29,BL,2.001,1.368,2.752
2020-09-30,BL,2.096,1.487,2.807
2020-10-01,BL,2.155,1.579,2.819
2020-10-02,BL,2.173,1.638,2.783
2020-10-03,BL,2.147,1.656,2.7
2020-10-04,BL,2.087,1.642,2.584
2020-10-05,BL,2.001,1.601,2.446
2020-10-06,BL,1.902,1.542,2.3
2020-10-07,BL,1.805,1.48,2.162
2020-10-08,BL,1.725,1.428,2.049
2020-10-09,BL,1.665,1.392,1.962
2020-10-10,BL,1.625,1.37,1.9
2020-10-11,BL,1.599,1.36,1.856
2020-10-12,BL,1.578,1.353,1.82
2020-10-13,BL,1.553,1.341,1.781
2020-10-14,BL,1.523,1.323,1.737
2020-10-15,BL,1.491,1.302,1.692
2020-10-16,BL,1.46,1.281,1.65
2020-10-17,BL,1.432,1.263,1.612
2020-10-18,BL,1.406,1.245,1.577
2020-10-19,BL,1.379,1.225,1.542
2020-10-20,BL,1.347,1.2,1.501
2020-10-21,BL,1.31,1.17,1.457
2020-10-22,BL,1.269,1.136,1.41
2020-10-23,BL,1.225,1.099,1.359
2020-10-24,BL,1.18,1.058,1.307
2020-10-25,BL,1.137,1.02,1.259
2020-10-26,BL,1.096,0.984,1.214
2020-10-27,BL,1.058,0.946,1.172
2020-10-28,BL,1.028,0.913,1.142
2020-10-29,BL,1.009,0.892,1.126
2020-10-30,BL,1,0.88,1.119
2020-10-31,BL,0.997,0.875,1.118
2020-11-01,BL,0.997,0.873,1.122
2020-11-02,BL,0.999,0.869,1.128
2020-11-03,BL,0.997,0.863,1.131
2020-11-04,BL,0.997,0.861,1.132
2020-11-05,BL,1.005,0.871,1.138
2020-11-06,BL,1.022,0.892,1.152
2020-11-07,BL,1.046,0.918,1.174
2020-11-08,BL,1.071,0.942,1.2
2020-11-09,BL,1.088,0.959,1.218
2020-11-10,BL,1.093,0.966,1.219
2020-11-11,BL,1.086,0.965,1.208
2020-11-12,BL,1.076,0.958,1.194
2020-11-13,BL,1.067,0.949,1.186
2020-11-14,BL,1.062,0.941,1.184
2020-11-15,BL,1.059,0.933,1.184
2020-11-16,BL,1.052,0.924,1.18
2020-11-17,BL,1.041,0.914,1.168
2020-11-18,BL,1.025,0.901,1.149
2020-11-19,BL,1.012,0.89,1.134
2020-11-20,BL,1.005,0.884,1.126
2020-11-21,BL,1.006,0.885,1.126
2020-11-22,BL,1.012,0.893,1.13
2020-11-23,BL,1.02,0.905,1.134
2020-11-24,BL,1.027,0.917,1.136
2020-11-25,BL,1.032,0.928,1.137
2020-11-26,BL,1.04,0.94,1.141
2020-11-27,BL,1.053,0.956,1.155
2020-11-28,BL,1.069,0.969,1.171
2020-11-29,BL,1.084,0.979,1.189
2020-11-30,BL,1.092,0.985,1.199
2020-12-01,BL,1.09,0.981,1.198
2020-12-02,BL,1.078,0.969,1.186
2020-12-03,BL,1.061,0.951,1.171
2020-12-04,BL,1.046,0.934,1.157
2020-12-05,BL,1.033,0.917,1.148
2020-12-06,BL,1.02,0.901,1.139
2020-12-07,BL,1.005,0.886,1.124
2020-12-08,BL,0.987,0.87,1.104
2020-12-09,BL,0.967,0.854,1.08
2020-12-10,BL,0.95,0.843,1.056
2020-12-11,BL,0.937,0.836,1.038
2020-12-12,BL,0.93,0.831,1.028
2020-12-13,BL,0.925,0.825,1.025
2020-12-14,BL,0.921,0.818,1.024
2020-12-15,BL,0.915,0.809,1.02
2020-12-16,BL,0.904,0.797,1.011
2020-12-17,BL,0.893,0.787,0.999
2020-12-18,BL,0.883,0.778,0.989
2020-12-19,BL,0.876,0.771,0.98
2020-12-20,BL,0.868,0.763,0.973
2020-12-21,BL,0.86,0.755,0.965
2020-12-22,BL,0.851,0.747,0.955
2020-12-23,BL,0.844,0.742,0.946
2020-12-24,BL,0.842,0.74,0.943
2020-12-25,BL,0.846,0.742,0.95
2020-12-26,BL,0.856,0.748,0.964
2020-12-27,BL,0.869,0.757,0.98
2020-12-28,BL,0.876,0.764,0.989
2020-12-29,BL,0.874,0.765,0.983
