date,region,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate
2020-10-07,SG,1.708,1.522,1.895
2020-10-08,SG,1.691,1.516,1.865
2020-10-09,SG,1.683,1.522,1.844
2020-10-10,SG,1.677,1.527,1.827
2020-10-11,SG,1.661,1.521,1.801
2020-10-12,SG,1.63,1.496,1.763
2020-10-13,SG,1.586,1.457,1.716
2020-10-14,SG,1.538,1.408,1.668
2020-10-15,SG,1.49,1.356,1.623
2020-10-16,SG,1.447,1.312,1.582
2020-10-17,SG,1.409,1.276,1.542
2020-10-18,SG,1.368,1.241,1.496
2020-10-19,SG,1.32,1.202,1.439
2020-10-20,SG,1.268,1.159,1.377
2020-10-21,SG,1.217,1.114,1.321
2020-10-22,SG,1.174,1.072,1.276
2020-10-23,SG,1.14,1.035,1.245
2020-10-24,SG,1.118,1.007,1.228
2020-10-25,SG,1.102,0.987,1.217
2020-10-26,SG,1.086,0.971,1.201
2020-10-27,SG,1.064,0.954,1.175
2020-10-28,SG,1.039,0.936,1.142
2020-10-29,SG,1.014,0.919,1.11
2020-10-30,SG,0.995,0.904,1.086
2020-10-31,SG,0.981,0.891,1.072
2020-11-01,SG,0.97,0.879,1.062
2020-11-02,SG,0.958,0.864,1.052
2020-11-03,SG,0.941,0.845,1.036
2020-11-04,SG,0.921,0.822,1.019
2020-11-05,SG,0.904,0.8,1.008
2020-11-06,SG,0.896,0.784,1.007
2020-11-07,SG,0.898,0.782,1.015
2020-11-08,SG,0.908,0.792,1.025
2020-11-09,SG,0.919,0.806,1.031
2020-11-10,SG,0.923,0.816,1.03
2020-11-11,SG,0.922,0.817,1.027
2020-11-12,SG,0.921,0.813,1.029
2020-11-13,SG,0.925,0.811,1.039
2020-11-14,SG,0.936,0.817,1.055
2020-11-15,SG,0.952,0.833,1.071
2020-11-16,SG,0.967,0.851,1.082
2020-11-17,SG,0.976,0.865,1.088
2020-11-18,SG,0.981,0.871,1.091
2020-11-19,SG,0.986,0.874,1.098
2020-11-20,SG,0.998,0.881,1.114
2020-11-21,SG,1.016,0.893,1.14
2020-11-22,SG,1.037,0.909,1.166
2020-11-23,SG,1.055,0.924,1.185
2020-11-24,SG,1.065,0.935,1.194
2020-11-25,SG,1.07,0.941,1.199
2020-11-26,SG,1.075,0.945,1.205
2020-11-27,SG,1.083,0.953,1.212
2020-11-28,SG,1.091,0.96,1.222
2020-11-29,SG,1.098,0.966,1.229
2020-11-30,SG,1.097,0.969,1.226
2020-12-01,SG,1.089,0.965,1.212
2020-12-02,SG,1.074,0.955,1.193
2020-12-03,SG,1.06,0.942,1.177
2020-12-04,SG,1.05,0.932,1.168
2020-12-05,SG,1.047,0.928,1.165
2020-12-06,SG,1.045,0.927,1.162
2020-12-07,SG,1.038,0.922,1.153
2020-12-08,SG,1.023,0.91,1.137
2020-12-09,SG,1.002,0.889,1.116
2020-12-10,SG,0.98,0.865,1.096
2020-12-11,SG,0.961,0.844,1.077
2020-12-12,SG,0.943,0.828,1.058
2020-12-13,SG,0.925,0.815,1.036
2020-12-14,SG,0.905,0.803,1.008
2020-12-15,SG,0.882,0.787,0.976
2020-12-16,SG,0.858,0.769,0.947
2020-12-17,SG,0.841,0.751,0.931
2020-12-18,SG,0.835,0.739,0.931
2020-12-19,SG,0.839,0.737,0.941
2020-12-20,SG,0.847,0.739,0.954
2020-12-21,SG,0.855,0.745,0.965
2020-12-22,SG,0.863,0.753,0.973
2020-12-23,SG,0.873,0.765,0.982
2020-12-24,SG,0.892,0.786,0.999
2020-12-25,SG,0.923,0.817,1.029
2020-12-26,SG,0.961,0.857,1.066
2020-12-27,SG,0.997,0.896,1.099
2020-12-28,SG,1.016,0.917,1.115
2020-12-29,SG,1.008,0.911,1.105
2020-12-30,SG,0.979,0.881,1.077
2020-12-31,SG,0.944,0.843,1.044
2021-01-01,SG,0.912,0.806,1.017
2021-01-02,SG,0.888,0.778,0.997
2021-01-03,SG,0.87,0.761,0.979
2021-01-04,SG,0.852,0.746,0.959
2021-01-05,SG,0.827,0.725,0.929
2021-01-06,SG,0.795,0.697,0.893
2021-01-07,SG,0.768,0.67,0.866
2021-01-08,SG,0.755,0.655,0.855
2021-01-09,SG,0.758,0.656,0.86
2021-01-10,SG,0.776,0.673,0.879
2021-01-11,SG,0.801,0.7,0.903
2021-01-12,SG,0.827,0.725,0.929
2021-01-13,SG,0.849,0.742,0.955
2021-01-14,SG,0.867,0.752,0.981
2021-01-15,SG,0.885,0.763,1.007
2021-01-16,SG,0.905,0.779,1.032
2021-01-17,SG,0.923,0.796,1.05
2021-01-18,SG,0.931,0.808,1.054
2021-01-19,SG,0.928,0.812,1.044
2021-01-20,SG,0.914,0.803,1.024
2021-01-21,SG,0.893,0.784,1.003
2021-01-22,SG,0.877,0.767,0.987
2021-01-23,SG,0.87,0.761,0.979
2021-01-24,SG,0.871,0.765,0.976
2021-01-25,SG,0.873,0.772,0.974
2021-01-26,SG,0.873,0.777,0.976
2021-01-27,SG,0.869,0.771,0.972
2021-01-28,SG,0.86,0.762,0.964
2021-01-29,SG,0.85,0.751,0.955
2021-01-30,SG,0.842,0.742,0.949
2021-01-31,SG,0.836,0.735,0.944
2021-02-01,SG,0.828,0.725,0.937
2021-02-02,SG,0.817,0.712,0.927
2021-02-03,SG,0.803,0.697,0.915
2021-02-04,SG,0.789,0.683,0.902
2021-02-05,SG,0.778,0.671,0.893
2021-02-06,SG,0.774,0.665,0.891
2021-02-07,SG,0.775,0.663,0.895
2021-02-08,SG,0.779,0.664,0.903
2021-02-09,SG,0.784,0.666,0.912
2021-02-10,SG,0.791,0.67,0.923
2021-02-11,SG,0.805,0.679,0.941
2021-02-12,SG,0.828,0.697,0.969
2021-02-13,SG,0.858,0.722,1.006
2021-02-14,SG,0.893,0.752,1.047
2021-02-15,SG,0.926,0.779,1.085
2021-02-16,SG,0.95,0.8,1.114
2021-02-17,SG,0.967,0.814,1.134
2021-02-18,SG,0.983,0.827,1.151
2021-02-19,SG,1.002,0.844,1.173
2021-02-20,SG,1.024,0.864,1.197
2021-02-21,SG,1.044,0.883,1.219
2021-02-22,SG,1.057,0.895,1.233
2021-02-23,SG,1.062,0.9,1.237
2021-02-24,SG,1.06,0.899,1.235
2021-02-25,SG,1.059,0.899,1.232
2021-02-26,SG,1.062,0.902,1.234
2021-02-27,SG,1.068,0.909,1.239
2021-02-28,SG,1.072,0.914,1.243
2021-03-01,SG,1.068,0.911,1.238
2021-03-02,SG,1.057,0.902,1.225
2021-03-03,SG,1.045,0.892,1.21
2021-03-04,SG,1.039,0.887,1.202
2021-03-05,SG,1.045,0.893,1.208
2021-03-06,SG,1.064,0.912,1.228
2021-03-07,SG,1.088,0.935,1.253
2021-03-08,SG,1.109,0.955,1.274
2021-03-09,SG,1.122,0.968,1.287
2021-03-10,SG,1.134,0.981,1.298
2021-03-11,SG,1.153,1,1.316
2021-03-12,SG,1.181,1.028,1.344
2021-03-13,SG,1.215,1.062,1.378
2021-03-14,SG,1.248,1.096,1.411
2021-03-15,SG,1.267,1.117,1.427
2021-03-16,SG,1.266,1.119,1.422
2021-03-17,SG,1.248,1.104,1.399
2021-03-18,SG,1.22,1.082,1.366
2021-03-19,SG,1.19,1.057,1.33
2021-03-20,SG,1.158,1.03,1.294
2021-03-21,SG,1.122,0.998,1.253
2021-03-22,SG,1.079,0.956,1.205
2021-03-23,SG,1.031,0.909,1.153
2021-03-24,SG,0.98,0.858,1.102
2021-03-25,SG,0.94,0.814,1.066
2021-03-26,SG,0.919,0.784,1.054
2021-03-27,SG,0.921,0.775,1.067
2021-03-28,SG,0.941,0.79,1.092
2021-03-29,SG,0.973,0.825,1.121
2021-03-30,SG,1.009,0.869,1.148
2021-03-31,SG,1.042,0.913,1.171
2021-04-01,SG,1.071,0.949,1.198
2021-04-02,SG,1.097,0.976,1.225
2021-04-03,SG,1.118,0.996,1.246
2021-04-04,SG,1.13,1.002,1.258
2021-04-05,SG,1.132,0.996,1.267
2021-04-06,SG,1.12,0.976,1.264
2021-04-07,SG,1.1,0.949,1.25
2021-04-08,SG,1.078,0.924,1.232
2021-04-09,SG,1.06,0.908,1.212
2021-04-10,SG,1.047,0.901,1.193
2021-04-11,SG,1.04,0.903,1.177
2021-04-12,SG,1.035,0.908,1.161
2021-04-13,SG,1.029,0.912,1.146
2021-04-14,SG,1.024,0.913,1.136
2021-04-15,SG,1.023,0.912,1.134
2021-04-16,SG,1.026,0.913,1.14
2021-04-17,SG,1.031,0.915,1.147
2021-04-18,SG,1.03,0.914,1.146
2021-04-19,SG,1.017,0.905,1.13
2021-04-20,SG,0.991,0.882,1.1
2021-04-21,SG,0.957,0.848,1.066
2021-04-22,SG,0.924,0.808,1.04
2021-04-23,SG,0.899,0.771,1.027
2021-04-24,SG,0.885,0.748,1.022
2021-04-25,SG,0.88,0.739,1.021
2021-04-26,SG,0.879,0.74,1.017
2021-04-27,SG,0.877,0.747,1.006
2021-04-28,SG,0.874,0.756,0.992
2021-04-29,SG,0.874,0.764,0.983
2021-04-30,SG,0.877,0.769,0.987
2021-05-01,SG,0.887,0.773,1
2021-05-02,SG,0.901,0.78,1.021
2021-05-03,SG,0.916,0.79,1.042
2021-05-04,SG,0.925,0.798,1.053
2021-05-05,SG,0.93,0.801,1.058
2021-05-06,SG,0.935,0.803,1.066
2021-05-07,SG,0.947,0.813,1.081
2021-05-08,SG,0.966,0.832,1.1
2021-05-09,SG,0.988,0.855,1.12
2021-05-10,SG,1.005,0.875,1.135
2021-05-11,SG,1.012,0.884,1.142
2021-05-12,SG,1.008,0.878,1.138
2021-05-13,SG,1,0.867,1.132
2021-05-14,SG,0.995,0.858,1.133
2021-05-15,SG,0.994,0.855,1.134
2021-05-16,SG,0.993,0.857,1.128
2021-05-17,SG,0.986,0.861,1.115
2021-05-18,SG,0.971,0.851,1.099
2021-05-19,SG,0.948,0.83,1.075
2021-05-20,SG,0.925,0.807,1.05
2021-05-21,SG,0.907,0.79,1.032
2021-05-22,SG,0.897,0.78,1.022
2021-05-23,SG,0.894,0.777,1.02
2021-05-24,SG,0.893,0.774,1.02
2021-05-25,SG,0.887,0.767,1.015
2021-05-26,SG,0.872,0.752,1.001
2021-05-27,SG,0.849,0.729,0.978
2021-05-28,SG,0.822,0.703,0.951
2021-05-29,SG,0.794,0.675,0.923
2021-05-30,SG,0.768,0.649,0.897
2021-05-31,SG,0.744,0.625,0.874
2021-06-01,SG,0.721,0.601,0.852
2021-06-02,SG,0.695,0.573,0.828
2021-06-03,SG,0.666,0.544,0.801
2021-06-04,SG,0.641,0.517,0.778
2021-06-05,SG,0.623,0.496,0.764
2021-06-06,SG,0.612,0.482,0.758
2021-06-07,SG,0.607,0.472,0.759
2021-06-08,SG,0.606,0.465,0.766
2021-06-09,SG,0.607,0.459,0.776
2021-06-10,SG,0.608,0.453,0.785
2021-06-11,SG,0.608,0.446,0.795
2021-06-12,SG,0.608,0.438,0.805
2021-06-13,SG,0.605,0.428,0.813
2021-06-14,SG,0.597,0.413,0.813
2021-06-15,SG,0.581,0.392,0.807
2021-06-16,SG,0.562,0.368,0.797
2021-06-17,SG,0.548,0.347,0.793
2021-06-18,SG,0.547,0.337,0.807
2021-06-19,SG,0.566,0.341,0.846
2021-06-20,SG,0.609,0.362,0.918
2021-06-21,SG,0.677,0.402,1.023
2021-06-22,SG,0.772,0.462,1.161
2021-06-23,SG,0.896,0.546,1.332
2021-06-24,SG,1.051,0.657,1.537
2021-06-25,SG,1.234,0.796,1.765
2021-06-26,SG,1.427,0.952,1.995
2021-06-27,SG,1.592,1.096,2.179
2021-06-28,SG,1.697,1.2,2.28
2021-06-29,SG,1.734,1.253,2.292
2021-06-30,SG,1.717,1.263,2.24
2021-07-01,SG,1.67,1.247,2.154
2021-07-02,SG,1.611,1.219,2.057
2021-07-03,SG,1.553,1.188,1.965
2021-07-04,SG,1.495,1.155,1.878
2021-07-05,SG,1.437,1.12,1.795
2021-07-06,SG,1.381,1.082,1.715
2021-07-07,SG,1.33,1.049,1.645
2021-07-08,SG,1.292,1.024,1.591
2021-07-09,SG,1.265,1.007,1.551
2021-07-10,SG,1.243,0.995,1.519
2021-07-11,SG,1.221,0.981,1.487
2021-07-12,SG,1.197,0.964,1.454
2021-07-13,SG,1.169,0.945,1.418
2021-07-14,SG,1.141,0.923,1.382
2021-07-15,SG,1.116,0.904,1.349
2021-07-16,SG,1.095,0.888,1.323
2021-07-17,SG,1.076,0.874,1.3
2021-07-18,SG,1.055,0.856,1.274
2021-07-19,SG,1.03,0.836,1.245
2021-07-20,SG,1.008,0.817,1.219
2021-07-21,SG,0.992,0.804,1.201
2021-07-22,SG,0.989,0.8,1.196
2021-07-23,SG,1.002,0.812,1.211
2021-07-24,SG,1.035,0.842,1.248
2021-07-25,SG,1.086,0.888,1.303
2021-07-26,SG,1.157,0.952,1.38
2021-07-27,SG,1.251,1.04,1.482
2021-07-28,SG,1.374,1.155,1.612
2021-07-29,SG,1.524,1.297,1.768
2021-07-30,SG,1.686,1.455,1.935
2021-07-31,SG,1.82,1.59,2.067
2021-08-01,SG,1.896,1.662,2.133
2021-08-02,SG,1.91,1.69,2.133
2021-08-03,SG,1.882,1.687,2.088
2021-08-04,SG,1.832,1.653,2.02
2021-08-05,SG,1.772,1.606,1.944
2021-08-06,SG,1.708,1.537,1.88
2021-08-07,SG,1.635,1.459,1.812
2021-08-08,SG,1.546,1.375,1.716
2021-08-09,SG,1.443,1.287,1.6
2021-08-10,SG,1.339,1.198,1.481
2021-08-11,SG,1.245,1.114,1.375
2021-08-12,SG,1.168,1.045,1.292
2021-08-13,SG,1.114,0.995,1.233
2021-08-14,SG,1.077,0.96,1.194
2021-08-15,SG,1.047,0.931,1.163
2021-08-16,SG,1.018,0.903,1.133
2021-08-17,SG,0.989,0.875,1.104
2021-08-18,SG,0.967,0.852,1.082
2021-08-19,SG,0.957,0.838,1.075
2021-08-20,SG,0.965,0.843,1.088
2021-08-21,SG,0.992,0.866,1.119
2021-08-22,SG,1.028,0.9,1.155
2021-08-23,SG,1.059,0.936,1.183
2021-08-24,SG,1.081,0.965,1.197
2021-08-25,SG,1.094,0.987,1.202
2021-08-26,SG,1.103,1,1.205
2021-08-27,SG,1.111,1.008,1.214
2021-08-28,SG,1.119,1.013,1.225
2021-08-29,SG,1.123,1.013,1.232
2021-08-30,SG,1.116,1.005,1.227
2021-08-31,SG,1.097,0.987,1.208
2021-09-01,SG,1.069,0.961,1.177
2021-09-02,SG,1.038,0.931,1.144
2021-09-03,SG,1.009,0.903,1.114
2021-09-04,SG,0.983,0.878,1.088
2021-09-05,SG,0.959,0.854,1.063
2021-09-06,SG,0.932,0.828,1.036
2021-09-07,SG,0.901,0.798,1.004
2021-09-08,SG,0.868,0.764,0.971
2021-09-09,SG,0.836,0.732,0.941
2021-09-10,SG,0.81,0.705,0.916
2021-09-11,SG,0.793,0.688,0.898
2021-09-12,SG,0.783,0.682,0.883
2021-09-13,SG,0.776,0.681,0.87
2021-09-14,SG,0.768,0.677,0.858
2021-09-15,SG,0.758,0.666,0.85
2021-09-16,SG,0.752,0.654,0.85
2021-09-17,SG,0.755,0.649,0.861
2021-09-18,SG,0.768,0.656,0.879
2021-09-19,SG,0.789,0.677,0.9
2021-09-20,SG,0.814,0.706,0.922
2021-09-21,SG,0.835,0.731,0.939
2021-09-22,SG,0.847,0.741,0.953
2021-09-23,SG,0.854,0.74,0.967
2021-09-24,SG,0.861,0.738,0.984
2021-09-25,SG,0.873,0.741,1.004
2021-09-26,SG,0.887,0.75,1.024
2021-09-27,SG,0.901,0.763,1.039
2021-09-28,SG,0.911,0.776,1.046
2021-09-29,SG,0.918,0.79,1.047
2021-09-30,SG,0.926,0.802,1.049
2021-10-01,SG,0.937,0.816,1.057
2021-10-02,SG,0.953,0.831,1.074
2021-10-03,SG,0.971,0.843,1.098
2021-10-04,SG,0.988,0.849,1.126
2021-10-05,SG,1.002,0.851,1.153
2021-10-06,SG,1.012,0.851,1.174
2021-10-07,SG,1.02,0.851,1.189
2021-10-08,SG,1.027,0.852,1.201
2021-10-09,SG,1.032,0.854,1.21
2020-03-30,SH,0.911,0.205,2.133
2020-03-31,SH,0.968,0.22,2.26
2020-04-01,SH,0.992,0.225,2.318
2020-04-02,SH,0.989,0.221,2.321
2020-04-03,SH,0.972,0.213,2.296
2020-04-04,SH,0.949,0.202,2.263
2020-04-05,SH,0.925,0.191,2.226
2020-04-06,SH,0.899,0.178,2.192
2020-04-07,SH,0.875,0.165,2.164
2020-04-08,SH,0.87,0.16,2.172
2020-04-09,SH,0.899,0.166,2.238
2020-04-10,SH,0.962,0.187,2.361
2020-04-11,SH,1.046,0.217,2.516
2020-04-12,SH,1.136,0.253,2.669
2020-04-13,SH,1.201,0.284,2.767
2020-04-14,SH,1.221,0.299,2.778
2020-04-15,SH,1.197,0.298,2.71
2020-04-16,SH,1.142,0.283,2.591
2020-04-17,SH,1.067,0.257,2.442
2020-04-18,SH,0.98,0.224,2.282
2020-04-19,SH,0.888,0.187,2.125
2020-04-20,SH,0.791,0.146,1.968
2020-04-21,SH,0.69,0.105,1.814
2020-04-22,SH,0.592,0.068,1.671
2020-04-23,SH,0.507,0.039,1.557
2020-04-24,SH,0.441,0.02,1.485
2020-04-25,SH,0.405,0.011,1.482
2020-04-26,SH,0.405,0.007,1.574
2020-04-27,SH,0.439,0.006,1.764
2020-04-28,SH,0.499,0.005,2.039
2020-04-29,SH,0.578,0.006,2.379
2020-04-30,SH,0.665,0.007,2.746
2020-05-01,SH,0.745,0.007,3.091
2020-05-02,SH,0.799,0.007,3.352
2020-05-03,SH,0.81,0.005,3.485
2020-05-04,SH,0.776,0.003,3.484
2020-05-05,SH,0.694,0.001,3.345
2020-05-06,SH,0.573,0,3.078
2020-05-07,SH,0.437,0,2.73
2020-05-08,SH,0.318,0,2.375
2020-05-09,SH,0.222,0,2.009
2020-05-10,SH,0.168,0,1.745
2020-05-11,SH,0.182,0,1.954
2020-05-12,SH,0.292,0,2.961
2020-05-13,SH,0.514,0,4.756
2020-05-14,SH,0.896,0,7.428
2020-05-15,SH,1.4,0,10.463
2020-05-16,SH,1.811,0,12.516
2020-05-17,SH,1.939,0,12.732
2020-05-18,SH,1.825,0,11.636
2020-05-19,SH,1.617,0,10.171
2020-05-20,SH,1.412,0,8.867
2020-05-21,SH,1.249,0,7.881
2020-05-22,SH,1.12,0,7.153
2020-05-23,SH,1.024,0,6.643
2020-05-24,SH,0.966,0,6.343
2020-05-25,SH,0.938,0,6.207
2020-05-26,SH,0.917,0,6.139
2020-05-27,SH,0.912,0,6.149
2020-05-28,SH,0.968,0,6.404
2020-05-29,SH,1.091,0,6.9
2020-05-30,SH,1.287,0,7.59
2020-05-31,SH,1.555,0.001,8.375
2020-06-01,SH,1.85,0.003,9.018
2020-06-02,SH,2.028,0.008,9.11
2020-06-03,SH,2.019,0.015,8.569
2020-06-04,SH,1.863,0.02,7.641
2020-06-05,SH,1.649,0.02,6.653
2020-06-06,SH,1.447,0.019,5.807
2020-06-07,SH,1.288,0.017,5.17
2020-06-08,SH,1.174,0.015,4.723
2020-06-09,SH,1.089,0.013,4.408
2020-06-10,SH,1.012,0.011,4.159
2020-06-11,SH,0.932,0.008,3.934
2020-06-12,SH,0.855,0.005,3.738
2020-06-13,SH,0.803,0.003,3.624
2020-06-14,SH,0.797,0.003,3.652
2020-06-15,SH,0.845,0.003,3.837
2020-06-16,SH,0.925,0.004,4.113
2020-06-17,SH,1.018,0.006,4.412
2020-06-18,SH,1.112,0.009,4.684
2020-06-19,SH,1.223,0.015,4.945
2020-06-20,SH,1.352,0.025,5.193
2020-06-21,SH,1.477,0.041,5.373
2020-06-22,SH,1.579,0.063,5.444
2020-06-23,SH,1.634,0.088,5.37
2020-06-24,SH,1.625,0.108,5.145
2020-06-25,SH,1.54,0.114,4.771
2020-06-26,SH,1.424,0.112,4.362
2020-06-27,SH,1.328,0.11,4.023
2020-06-28,SH,1.286,0.117,3.822
2020-06-29,SH,1.304,0.137,3.758
2020-06-30,SH,1.364,0.168,3.781
2020-07-01,SH,1.441,0.21,3.834
2020-07-02,SH,1.518,0.258,3.873
2020-07-03,SH,1.575,0.306,3.861
2020-07-04,SH,1.592,0.345,3.773
2020-07-05,SH,1.576,0.374,3.627
2020-07-06,SH,1.527,0.387,3.435
2020-07-07,SH,1.448,0.383,3.209
2020-07-08,SH,1.347,0.363,2.965
2020-07-09,SH,1.237,0.333,2.724
2020-07-10,SH,1.125,0.296,2.499
2020-07-11,SH,1.015,0.254,2.293
2020-07-12,SH,0.912,0.213,2.112
2020-07-13,SH,0.829,0.177,1.974
2020-07-14,SH,0.776,0.153,1.898
2020-07-15,SH,0.765,0.143,1.9
2020-07-16,SH,0.807,0.152,1.998
2020-07-17,SH,0.907,0.184,2.195
2020-07-18,SH,1.053,0.238,2.463
2020-07-19,SH,1.221,0.309,2.746
2020-07-20,SH,1.376,0.387,2.982
2020-07-21,SH,1.494,0.461,3.126
2020-07-22,SH,1.568,0.524,3.174
2020-07-23,SH,1.6,0.573,3.144
2020-07-24,SH,1.598,0.608,3.058
2020-07-25,SH,1.56,0.621,2.922
2020-07-26,SH,1.48,0.606,2.736
2020-07-27,SH,1.369,0.567,2.518
2020-07-28,SH,1.248,0.516,2.298
2020-07-29,SH,1.14,0.466,2.109
2020-07-30,SH,1.059,0.428,1.97
2020-07-31,SH,1.016,0.409,1.894
2020-08-01,SH,1.009,0.409,1.876
2020-08-02,SH,1.021,0.418,1.889
2020-08-03,SH,1.03,0.424,1.901
2020-08-04,SH,1.023,0.42,1.889
2020-08-05,SH,0.993,0.403,1.846
2020-08-06,SH,0.948,0.375,1.782
2020-08-07,SH,0.902,0.347,1.717
2020-08-08,SH,0.861,0.321,1.664
2020-08-09,SH,0.826,0.297,1.622
2020-08-10,SH,0.789,0.27,1.582
2020-08-11,SH,0.746,0.239,1.535
2020-08-12,SH,0.69,0.201,1.473
2020-08-13,SH,0.624,0.16,1.398
2020-08-14,SH,0.556,0.119,1.324
2020-08-15,SH,0.502,0.087,1.274
2020-08-16,SH,0.466,0.063,1.261
2020-08-17,SH,0.455,0.049,1.3
2020-08-18,SH,0.471,0.043,1.399
2020-08-19,SH,0.515,0.042,1.564
2020-08-20,SH,0.582,0.046,1.784
2020-08-21,SH,0.664,0.051,2.039
2020-08-22,SH,0.749,0.058,2.3
2020-08-23,SH,0.836,0.067,2.551
2020-08-24,SH,0.919,0.077,2.776
2020-08-25,SH,1.01,0.093,2.993
2020-08-26,SH,1.135,0.123,3.246
2020-08-27,SH,1.291,0.171,3.521
2020-08-28,SH,1.44,0.228,3.745
2020-08-29,SH,1.544,0.283,3.852
2020-08-30,SH,1.564,0.317,3.787
2020-08-31,SH,1.498,0.32,3.568
2020-09-01,SH,1.39,0.304,3.285
2020-09-02,SH,1.289,0.286,3.03
2020-09-03,SH,1.21,0.273,2.833
2020-09-04,SH,1.154,0.263,2.692
2020-09-05,SH,1.119,0.258,2.597
2020-09-06,SH,1.082,0.25,2.513
2020-09-07,SH,1.026,0.23,2.404
2020-09-08,SH,0.954,0.202,2.277
2020-09-09,SH,0.903,0.182,2.19
2020-09-10,SH,0.892,0.177,2.174
2020-09-11,SH,0.919,0.185,2.231
2020-09-12,SH,0.97,0.202,2.328
2020-09-13,SH,1.029,0.223,2.437
2020-09-14,SH,1.079,0.244,2.525
2020-09-15,SH,1.11,0.258,2.572
2020-09-16,SH,1.135,0.273,2.6
2020-09-17,SH,1.173,0.296,2.64
2020-09-18,SH,1.239,0.337,2.719
2020-09-19,SH,1.333,0.395,2.831
2020-09-20,SH,1.434,0.464,2.942
2020-09-21,SH,1.511,0.527,3.003
2020-09-22,SH,1.548,0.576,2.994
2020-09-23,SH,1.558,0.612,2.937
2020-09-24,SH,1.556,0.645,2.862
2020-09-25,SH,1.559,0.68,2.796
2020-09-26,SH,1.572,0.722,2.747
2020-09-27,SH,1.591,0.767,2.71
2020-09-28,SH,1.597,0.804,2.658
2020-09-29,SH,1.582,0.826,2.581
2020-09-30,SH,1.548,0.832,2.482
2020-10-01,SH,1.504,0.829,2.377
2020-10-02,SH,1.465,0.827,2.283
2020-10-03,SH,1.445,0.836,2.218
2020-10-04,SH,1.443,0.856,2.18
2020-10-05,SH,1.461,0.891,2.171
2020-10-06,SH,1.502,0.942,2.19
2020-10-07,SH,1.561,1.01,2.231
2020-10-08,SH,1.643,1.097,2.297
2020-10-09,SH,1.74,1.201,2.378
2020-10-10,SH,1.833,1.304,2.45
2020-10-11,SH,1.896,1.386,2.483
2020-10-12,SH,1.916,1.434,2.466
2020-10-13,SH,1.889,1.442,2.396
2020-10-14,SH,1.828,1.417,2.29
2020-10-15,SH,1.749,1.374,2.169
2020-10-16,SH,1.671,1.328,2.054
2020-10-17,SH,1.598,1.282,1.949
2020-10-18,SH,1.521,1.229,1.843
2020-10-19,SH,1.436,1.167,1.732
2020-10-20,SH,1.346,1.097,1.62
2020-10-21,SH,1.259,1.028,1.514
2020-10-22,SH,1.182,0.966,1.421
2020-10-23,SH,1.123,0.917,1.349
2020-10-24,SH,1.085,0.887,1.303
2020-10-25,SH,1.067,0.873,1.28
2020-10-26,SH,1.061,0.869,1.271
2020-10-27,SH,1.059,0.869,1.267
2020-10-28,SH,1.056,0.867,1.262
2020-10-29,SH,1.05,0.863,1.255
2020-10-30,SH,1.046,0.86,1.249
2020-10-31,SH,1.044,0.859,1.246
2020-11-01,SH,1.043,0.86,1.244
2020-11-02,SH,1.043,0.86,1.243
2020-11-03,SH,1.04,0.858,1.239
2020-11-04,SH,1.033,0.853,1.231
2020-11-05,SH,1.027,0.848,1.223
2020-11-06,SH,1.025,0.847,1.22
2020-11-07,SH,1.029,0.851,1.224
2020-11-08,SH,1.035,0.856,1.229
2020-11-09,SH,1.037,0.859,1.232
2020-11-10,SH,1.033,0.856,1.226
2020-11-11,SH,1.022,0.847,1.214
2020-11-12,SH,1.011,0.837,1.201
2020-11-13,SH,1.004,0.832,1.193
2020-11-14,SH,1.006,0.833,1.194
2020-11-15,SH,1.012,0.839,1.201
2020-11-16,SH,1.019,0.846,1.209
2020-11-17,SH,1.021,0.847,1.21
2020-11-18,SH,1.014,0.842,1.203
2020-11-19,SH,1.006,0.834,1.193
2020-11-20,SH,1.002,0.831,1.189
2020-11-21,SH,1.006,0.835,1.193
2020-11-22,SH,1.017,0.845,1.205
2020-11-23,SH,1.031,0.857,1.22
2020-11-24,SH,1.039,0.865,1.228
2020-11-25,SH,1.039,0.866,1.228
2020-11-26,SH,1.031,0.859,1.219
2020-11-27,SH,1.019,0.849,1.205
2020-11-28,SH,1.008,0.839,1.192
2020-11-29,SH,1.003,0.835,1.186
2020-11-30,SH,1.001,0.834,1.184
2020-12-01,SH,1.002,0.834,1.184
2020-12-02,SH,1.002,0.835,1.185
2020-12-03,SH,1.002,0.834,1.184
2020-12-04,SH,0.999,0.832,1.182
2020-12-05,SH,0.996,0.829,1.178
2020-12-06,SH,0.993,0.827,1.175
2020-12-07,SH,0.99,0.824,1.172
2020-12-08,SH,0.985,0.819,1.166
2020-12-09,SH,0.978,0.813,1.159
2020-12-10,SH,0.97,0.805,1.15
2020-12-11,SH,0.958,0.794,1.138
2020-12-12,SH,0.943,0.779,1.122
2020-12-13,SH,0.924,0.762,1.102
2020-12-14,SH,0.904,0.742,1.081
2020-12-15,SH,0.883,0.723,1.06
2020-12-16,SH,0.865,0.705,1.041
2020-12-17,SH,0.85,0.69,1.027
2020-12-18,SH,0.841,0.679,1.019
2020-12-19,SH,0.835,0.671,1.016
2020-12-20,SH,0.829,0.663,1.013
2020-12-21,SH,0.821,0.653,1.008
2020-12-22,SH,0.813,0.643,1.002
2020-12-23,SH,0.808,0.636,1.001
